   0.   0.        0.0000000000        0.0000000000
   1.   0.        2.8451733303        0.0000000000
   1.   1.        0.0189984775        0.0864467507
   2.   0.       -0.0533600651        0.0000000000
   2.   1.        0.1383002328        0.8362433838
   2.   2.        0.1079897487       -0.4277157043
   3.   0.        4.8966073262        0.0000000000
   3.   1.        0.5789333053       -0.5518604042
   3.   2.       -0.9310912686       -0.6145248275
   3.   3.       -2.1493091383       -0.8403017703
   4.   0.       -0.1323021509        0.0000000000
   4.   1.       -0.0453483057        0.0582828207
   4.   2.        0.5130194150       -0.1815505978
   4.   3.        0.0874151868        0.6561292153
   4.   4.       -2.3639168041       -0.1328583762
   5.   0.        2.7357841637        0.0000000000
   5.   1.       -0.3985393244       -0.2879968744
   5.   2.        0.4292914371       -0.1284922839
   5.   3.       -1.0356454244        0.0171493022
   5.   4.        3.3632300931        0.7698624612
   5.   5.        0.5232427395       -0.3775622793
   6.   0.        0.9910104520        0.0000000000
   6.   1.       -0.2383669295       -1.1961822090
   6.   2.        0.3123581417       -0.2900763700
   6.   3.       -1.5132459594       -0.4739043563
   6.   4.       -1.3236174530       -0.1230595019
   6.   5.        1.4307259014       -0.1257012966
   6.   6.       -1.0869418419        0.1556470084
   7.   0.       -1.1611838335        0.0000000000
   7.   1.       -0.4846798507       -0.4348467216
   7.   2.        0.7377306974        0.1300556294
   7.   3.        1.4913830180        0.7006487235
   7.   4.       -0.8943151917        0.6253088387
   7.   5.        1.0108011228       -1.1463741342
   7.   6.        1.9000663503       -2.5230319698
   7.   7.       -1.8453800568        0.8037665170
   8.   0.       -0.2983627641        0.0000000000
   8.   1.       -0.5672399380        0.2943353944
   8.   2.       -0.9177470933       -0.6029819291
   8.   3.        0.8946401883       -0.7058760794
   8.   4.        2.6691372033        0.0918004295
   8.   5.       -0.0138149075        0.0905080813
   8.   6.       -1.1644072537       -0.0866140444
   8.   7.        2.2664302622       -2.4502348539
   8.   8.       -1.2045207231        0.7302618598
   9.   0.       -1.2152931039        0.0000000000
   9.   1.        0.2099512257        0.0506808091
   9.   2.       -0.6269580950       -0.1414533522
   9.   3.       -0.8307996502       -0.8979836319
   9.   4.       -1.2921233790       -0.6353217608
   9.   5.       -0.4552694202       -0.4662562821
   9.   6.       -0.0949764322       -0.1671143595
   9.   7.       -2.8901465260        2.2778163751
   9.   8.        1.2187037329       -1.1074220432
   9.   9.        1.0041220574        0.8882363333
  10.   0.       -1.2528731995        0.0000000000
  10.   1.        0.6869848642        0.7638197889
  10.   2.        0.1230402878        0.7761701085
  10.   3.        0.2537972329        0.1257100014
  10.   4.       -0.3807984352       -0.3357468623
  10.   5.       -0.5221913821       -0.9930745803
  10.   6.        0.3261989981        0.1010073313
  10.   7.       -0.9932097227       -1.2345107639
  10.   8.       -0.0803068131        1.6326047150
  10.   9.       -1.2828454014       -0.7695415863
  10.  10.       -0.6625058941        0.4097554778
  11.   0.       -0.2015472771        0.0000000000
  11.   1.        0.1081207981        0.6410699776
  11.   2.       -0.1262025947        0.2774534715
  11.   3.        0.1827841649       -0.6781064948
  11.   4.        0.9507890562        0.1724378263
  11.   5.        0.2692118078        0.2822533195
  11.   6.       -0.9680424258        1.1898655421
  11.   7.        0.9255192228        0.5645332729
  11.   8.       -1.6642002499        0.6345664961
  11.   9.        1.4521358189       -0.0357131976
  11.  10.        0.9346606140       -1.1043340894
  11.  11.       -0.3480489499        1.7285594374
  12.   0.        1.1923721761        0.0000000000
  12.   1.        0.8767443945       -0.5626808177
  12.   2.        1.0337759143        0.2142194263
  12.   3.       -1.4934248986        0.3106812017
  12.   4.       -1.3344451577       -1.1388543136
  12.   5.       -0.4070670592       -0.2386624737
  12.   6.        0.4227841858        0.4648836301
  12.   7.       -1.6365011365        2.1090541566
  12.   8.        1.4889403161       -0.7954163880
  12.   9.        0.5371496706        1.2304209735
  12.  10.       -0.5086420190        0.4742358589
  12.  11.       -0.0023503404       -2.7599858744
  12.  12.        1.3107907312        0.3104512287
  13.   0.       -0.3315701815        0.0000000000
  13.   1.        0.0201913645       -0.2194382510
  13.   2.        0.4060918291       -0.3159758455
  13.   3.        0.3648689007        0.5009351284
  13.   4.       -1.1992131692        0.1920109701
  13.   5.       -0.6196329172        0.0618826372
  13.   6.        0.0927564218        0.4137689610
  13.   7.        1.5075869802       -0.9993777310
  13.   8.        1.5909779374        1.3012068832
  13.   9.       -0.3642261441       -0.3675708643
  13.  10.        0.1492530047       -1.8044008829
  13.  11.       -0.3673341963        2.3194913930
  13.  12.       -1.1479262815       -0.4943867275
  13.  13.        0.9496264288       -0.4457700499
  14.   0.        0.4888038658        0.0000000000
  14.   1.       -0.7576776783        0.2716569403
  14.   2.       -0.7093138526       -0.6034243261
  14.   3.        1.2008009245       -0.9943495334
  14.   4.        1.3428951551        0.2280775558
  14.   5.        0.4523415009        0.7213728917
  14.   6.       -0.1547843376       -0.8345873753
  14.   7.        0.9486622736        1.2411684359
  14.   8.       -0.6579008578       -0.4102243882
  14.   9.        0.8557397718       -0.8402729332
  14.  10.        0.1117590761       -0.6646704112
  14.  11.       -0.9536240360       -1.1061245192
  14.  12.        0.6933691814        0.0496504412
  14.  13.       -1.1226219070        0.0427016803
  14.  14.        1.2289110334       -0.7598068745
  15.   0.        0.6667326481        0.0000000000
  15.   1.        0.1726540909        0.2098466316
  15.   2.       -0.1559295932       -0.3528932294
  15.   3.       -0.3779386015       -0.0377925012
  15.   4.        0.5611006737       -0.3070964104
  15.   5.       -0.0484424397       -0.0606246595
  15.   6.        0.9717652104        0.4961458266
  15.   7.       -1.1024226503        0.2810890493
  15.   8.        0.6058770956       -1.4144196506
  15.   9.       -0.3319900435       -0.0401421097
  15.  10.       -0.4151718806       -0.1384762097
  15.  11.        0.5829517955       -1.7453016573
  15.  12.        1.5887421743       -0.0444992942
  15.  13.        1.4904707462       -0.6619790079
  15.  14.       -3.0128401467        0.8808927930
  15.  15.        1.3109213048       -1.4089292844
  16.   0.       -0.9308267296        0.0000000000
  16.   1.       -0.7945124481       -0.1193203093
  16.   2.       -0.4034798087       -0.3055555009
  16.   3.        0.2832348951        0.2737318092
  16.   4.        0.2512154441        0.3120997640
  16.   5.       -0.1144104832       -0.8802653125
