   0.   0.        0.0000000000        0.0000000000
   1.   0.        1.0061912254        0.0000000000
   1.   1.        0.0240535920       -0.0549115285
   2.   0.        0.0157644513        0.0000000000
   2.   1.        0.0507966067        0.4391915059
   2.   2.        0.0566503565       -0.2552237787
   3.   0.        1.8913133116        0.0000000000
   3.   1.        0.2594002932       -0.2418154950
   3.   2.       -0.4015978715       -0.1483443644
   3.   3.       -1.1074609480       -0.5273458024
   4.   0.       -0.0701297466        0.0000000000
   4.   1.        0.0398249223       -0.0274409788
   4.   2.        0.2798504501       -0.1258369816
   4.   3.        0.2946695011        0.5737313520
   4.   4.       -1.3638079498       -0.0473356704
   5.   0.        1.1303686555        0.0000000000
   5.   1.       -0.1816924243       -0.0354633749
   5.   2.        0.2384994011       -0.1332926367
   5.   3.       -0.5377143727       -0.1926507905
   5.   4.        1.9537288353        0.4763487982
   5.   5.        0.0833180919       -0.1057117471
   6.   0.        0.5529993536        0.0000000000
   6.   1.        0.0281324969       -0.4454178646
   6.   2.        0.0835935896        0.0630681280
   6.   3.       -0.8524917551       -0.3333539044
   6.   4.       -0.9672078444       -0.0983451050
   6.   5.        0.8204885923       -0.0966660925
   6.   6.       -0.6615230921        0.1289306162
   7.   0.       -0.4623677389        0.0000000000
   7.   1.       -0.1341956162       -0.4385330577
   7.   2.        0.4110967797        0.1076033384
   7.   3.        0.9471372298        0.5280123967
   7.   4.       -0.5793205922        0.4357033278
   7.   5.        0.3634034711       -0.4216223039
   7.   6.        1.1566893179       -1.2129851950
   7.   7.       -1.1727814026        0.6285076854
   8.   0.       -0.0940720861        0.0000000000
   8.   1.       -0.2610753552        0.2683402236
   8.   2.       -0.3366599509       -0.3534466616
   8.   3.        0.4943217781       -0.4287357668
   8.   4.        1.6452998314        0.1271406319
   8.   5.        0.0449815722        0.1675845179
   8.   6.       -0.8014113479       -0.1029513401
   8.   7.        1.5379926530       -1.5326424458
   8.   8.       -0.6074188010        0.5962165339
   9.   0.       -0.3741029645        0.0000000000
   9.   1.        0.1953211099       -0.0553032278
   9.   2.       -0.3361654442       -0.0050068853
   9.   3.       -0.6004717361       -0.5012650966
   9.   4.       -0.8872866472       -0.4938265602
   9.   5.        0.0479962198       -0.2618749908
   9.   6.       -0.0217567652       -0.1013845337
   9.   7.       -1.9657701677        1.4424229485
   9.   8.        0.6162388278       -0.8443439501
   9.   9.        0.4666018248        0.4699423803
  10.   0.       -0.6359815444        0.0000000000
  10.   1.        0.2340008268        0.1486153426
  10.   2.        0.1817060168        0.2575912647
  10.   3.        0.3685928156        0.3757743265
  10.   4.       -0.3372730489       -0.0580736179
  10.   5.       -0.3515401305       -0.3465184883
  10.   6.        0.3645075382       -0.1938838326
  10.   7.       -0.2116896865       -0.6731524421
  10.   8.       -0.1621735373        1.2118754969
  10.   9.       -0.5453630483       -0.4812666718
  10.  10.       -0.2882169555        0.4697863831
  11.   0.       -0.1405998636        0.0000000000
  11.   1.       -0.0948239446        0.5007612874
  11.   2.        0.0174122632       -0.0482030163
  11.   3.        0.1980568164       -0.4323507182
  11.   4.        1.0233019321        0.1560640466
  11.   5.       -0.0365272717        0.2651079529
  11.   6.       -0.6692571031        0.5028565691
  11.   7.        0.6735391371       -0.0325633383
  11.   8.       -0.7559612834        0.2395346742
  11.   9.        0.7746082729        0.0784608737
  11.  10.        0.4763261119       -1.1042097733
  11.  11.       -0.0143718369        1.1729707813
  12.   0.        0.6191614726        0.0000000000
  12.   1.        0.3159186716       -0.2637751330
  12.   2.        0.3917501392        0.0774091650
  12.   3.       -1.0154518740       -0.1214464059
  12.   4.       -0.7511212638       -0.7131313760
  12.   5.       -0.0322329974       -0.2160032957
  12.   6.        0.2194204411        0.3927306196
  12.   7.       -1.2134444350        1.3542704866
  12.   8.        0.7423885341       -0.4703639028
  12.   9.        0.2495083909        0.5473944192
  12.  10.       -0.3542824900        0.7714054512
  12.  11.       -0.2540443459       -2.0154866225
  12.  12.        0.8980191518        0.2849544181
  13.   0.       -0.3989505789        0.0000000000
  13.   1.       -0.0998680650       -0.2648226521
  13.   2.        0.3069763232       -0.0207395122
  13.   3.        0.2953702707        0.3744635574
  13.   4.       -0.7033444701        0.2298989018
  13.   5.       -0.2922420468       -0.0171051309
  13.   6.        0.2519627723        0.0897132318
  13.   7.        0.9530894801       -0.6121316844
  13.   8.        0.6240460413        0.8840943404
  13.   9.       -0.2155957691       -0.3298749238
  13.  10.        0.0612855228       -1.0984288342
  13.  11.        0.0274413990        1.7111928778
  13.  12.       -1.0794000596       -0.3849926185
  13.  13.        0.7752909671       -0.2192625225
  14.   0.        0.1693628861        0.0000000000
  14.   1.       -0.4170916297        0.1736131921
  14.   2.       -0.3035320557       -0.2932480827
  14.   3.        0.7359177656       -0.5456165388
  14.   4.        1.0257089011        0.2796705973
  14.   5.        0.1559251865        0.3836889735
  14.   6.       -0.2640100011       -0.3129635020
  14.   7.        0.6882328668        0.2777162871
  14.   8.       -0.3511780280       -0.3553964345
  14.   9.        0.5226388112       -0.3542776786
  14.  10.        0.1706617127       -0.4573729011
  14.  11.       -0.5423459245       -0.6961179667
  14.  12.        0.6909315241        0.1050859214
  14.  13.       -1.0984301628        0.1112325347
  14.  14.        1.0170525527       -0.5230815110
  15.   0.        0.3707565650        0.0000000000
  15.   1.        0.0656377487        0.1211571602
  15.   2.       -0.3108207345       -0.1850008841
  15.   3.       -0.4809343869       -0.1104544529
  15.   4.       -0.0011816754       -0.4658065422
  15.   5.        0.1282839247       -0.1422099912
  15.   6.        0.5570431511        0.3077105371
  15.   7.       -0.9174521254        0.4769381707
  15.   8.        0.4196413789       -0.7566025268
  15.   9.       -0.2112548465        0.1139877691
  15.  10.       -0.4613014784        0.3215729510
  15.  11.        0.1755598130       -1.1742896344
  15.  12.        0.7125630324        0.1810633078
  15.  13.        1.1178822002       -0.2225915860
  15.  14.       -2.1379303341        0.7249982059
  15.  15.        0.6814052801       -1.0661966050
  16.   0.       -0.5550298644        0.0000000000
  16.   1.       -0.3059034757       -0.1268724974
  16.   2.       -0.2023748250       -0.0018207802
  16.   3.        0.0335548443        0.2946348353
  16.   4.       -0.2067077538        0.2329617999
  16.   5.       -0.1275429237       -0.4053829987
  16.   6.       -0.0321938259       -0.5724321085
  16.   7.        0.7505286698       -0.7311487280
  16.   8.        0.0273212716        0.5258899402
  16.   9.       -0.9275033517       -0.4925289821
  16.  10.       -0.1356585017       -0.4058327232
  16.  11.       -0.2416758784        1.1391516408
  16.  12.       -1.3131480482       -0.5057899591
  16.  13.        0.1655414880       -0.1285957471
  16.  14.        2.0507553235       -0.7167299481
  16.  15.       -0.9539305220        1.9262230224
  16.  16.       -0.4264916005       -0.7492598427
  17.   0.        0.1930757859        0.0000000000
  17.   1.       -0.0518137526        0.5615863966
  17.   2.       -0.2063542489        0.2821206060
  17.   3.        0.4625862911       -0.2563027355
