Longitude, Latitude [Deg], Br[G]
         0  0.0000000000E+00  2  0  1
     360     180
  1.1950000000E+02 -8.5728435562E+01 -2.8798386560E+00
  1.2050000000E+02 -8.5728435562E+01 -2.8794440560E+00
  1.2150000000E+02 -8.5728435562E+01 -2.8790380560E+00
  1.2250000000E+02 -8.5728435562E+01 -2.8786202560E+00
  1.2350000000E+02 -8.5728435562E+01 -2.8781916560E+00
  1.2450000000E+02 -8.5728435562E+01 -2.8777517560E+00
  1.2550000000E+02 -8.5728435562E+01 -2.8773004560E+00
  1.2650000000E+02 -8.5728435562E+01 -2.8768384560E+00
  1.2750000000E+02 -8.5728435562E+01 -2.8763653560E+00
  1.2850000000E+02 -8.5728435562E+01 -2.8758815560E+00
  1.2950000000E+02 -8.5728435562E+01 -2.8753875560E+00
  1.3050000000E+02 -8.5728435562E+01 -2.8748828560E+00
  1.3150000000E+02 -8.5728435562E+01 -2.8743678560E+00
  1.3250000000E+02 -8.5728435562E+01 -2.8738428560E+00
  1.3350000000E+02 -8.5728435562E+01 -2.8733078560E+00
  1.3450000000E+02 -8.5728435562E+01 -2.8727628560E+00
  1.3550000000E+02 -8.5728435562E+01 -2.8722082560E+00
  1.3650000000E+02 -8.5728435562E+01 -2.8716441560E+00
  1.3750000000E+02 -8.5728435562E+01 -2.8710707560E+00
  1.3850000000E+02 -8.5728435562E+01 -2.8704883560E+00
  1.3950000000E+02 -8.5728435562E+01 -2.8698967560E+00
  1.4050000000E+02 -8.5728435562E+01 -2.8692964560E+00
  1.4150000000E+02 -8.5728435562E+01 -2.8686877560E+00
  1.4250000000E+02 -8.5728435562E+01 -2.8680704560E+00
  1.4350000000E+02 -8.5728435562E+01 -2.8674448560E+00
  1.4450000000E+02 -8.5728435562E+01 -2.8668114560E+00
  1.4550000000E+02 -8.5728435562E+01 -2.8661703560E+00
  1.4650000000E+02 -8.5728435562E+01 -2.8655215560E+00
  1.4750000000E+02 -8.5728435562E+01 -2.8648652560E+00
  1.4850000000E+02 -8.5728435562E+01 -2.8642021560E+00
  1.4950000000E+02 -8.5728435562E+01 -2.8635319560E+00
  1.5050000000E+02 -8.5728435562E+01 -2.8628548560E+00
  1.5150000000E+02 -8.5728435562E+01 -2.8621714560E+00
  1.5250000000E+02 -8.5728435562E+01 -2.8614820560E+00
  1.5350000000E+02 -8.5728435562E+01 -2.8607864560E+00
  1.5450000000E+02 -8.5728435562E+01 -2.8600849560E+00
  1.5550000000E+02 -8.5728435562E+01 -2.8593780560E+00
  1.5650000000E+02 -8.5728435562E+01 -2.8586658560E+00
  1.5750000000E+02 -8.5728435562E+01 -2.8579484560E+00
  1.5850000000E+02 -8.5728435562E+01 -2.8572264560E+00
  1.5950000000E+02 -8.5728435562E+01 -2.8565000560E+00
  1.6050000000E+02 -8.5728435562E+01 -2.8557693560E+00
  1.6150000000E+02 -8.5728435562E+01 -2.8550342560E+00
  1.6250000000E+02 -8.5728435562E+01 -2.8542956560E+00
  1.6350000000E+02 -8.5728435562E+01 -2.8535534560E+00
  1.6450000000E+02 -8.5728435562E+01 -2.8528084560E+00
  1.6550000000E+02 -8.5728435562E+01 -2.8520599560E+00
  1.6650000000E+02 -8.5728435562E+01 -2.8513089560E+00
  1.6750000000E+02 -8.5728435562E+01 -2.8505553560E+00
  1.6850000000E+02 -8.5728435562E+01 -2.8497997560E+00
  1.6950000000E+02 -8.5728435562E+01 -2.8490423560E+00
  1.7050000000E+02 -8.5728435562E+01 -2.8482831560E+00
  1.7150000000E+02 -8.5728435562E+01 -2.8475226560E+00
  1.7250000000E+02 -8.5728435562E+01 -2.8467611560E+00
  1.7350000000E+02 -8.5728435562E+01 -2.8459986560E+00
  1.7450000000E+02 -8.5728435562E+01 -2.8452359560E+00
  1.7550000000E+02 -8.5728435562E+01 -2.8444727560E+00
  1.7650000000E+02 -8.5728435562E+01 -2.8437096560E+00
  1.7750000000E+02 -8.5728435562E+01 -2.8429469560E+00
  1.7850000000E+02 -8.5728435562E+01 -2.8421846560E+00
  1.7950000000E+02 -8.5728435562E+01 -2.8414234560E+00
  1.8050000000E+02 -8.5728435562E+01 -2.8406631560E+00
  1.8150000000E+02 -8.5728435562E+01 -2.8396963560E+00
  1.8250000000E+02 -8.5728435562E+01 -2.8387311560E+00
  1.8350000000E+02 -8.5728435562E+01 -2.8377682560E+00
  1.8450000000E+02 -8.5728435562E+01 -2.8368076560E+00
  1.8550000000E+02 -8.5728435562E+01 -2.8358499560E+00
  1.8650000000E+02 -8.5728435562E+01 -2.8348952560E+00
  1.8750000000E+02 -8.5728435562E+01 -2.8339442560E+00
  1.8850000000E+02 -8.5728435562E+01 -2.8329967560E+00
  1.8950000000E+02 -8.5728435562E+01 -2.8320534560E+00
  1.9050000000E+02 -8.5728435562E+01 -2.8311146560E+00
  1.9150000000E+02 -8.5728435562E+01 -2.8301804560E+00
  1.9250000000E+02 -8.5728435562E+01 -2.8292516560E+00
  1.9350000000E+02 -8.5728435562E+01 -2.8283280560E+00
  1.9450000000E+02 -8.5728435562E+01 -2.8274101560E+00
  1.9550000000E+02 -8.5728435562E+01 -2.8264984560E+00
  1.9650000000E+02 -8.5728435562E+01 -2.8255929560E+00
  1.9750000000E+02 -8.5728435562E+01 -2.8246940560E+00
  1.9850000000E+02 -8.5728435562E+01 -2.8238024560E+00
  1.9950000000E+02 -8.5728435562E+01 -2.8229178560E+00
  2.0050000000E+02 -8.5728435562E+01 -2.8220409560E+00
  2.0150000000E+02 -8.5728435562E+01 -2.8211721560E+00
  2.0250000000E+02 -8.5728435562E+01 -2.8203114560E+00
  2.0350000000E+02 -8.5728435562E+01 -2.8194591560E+00
  2.0450000000E+02 -8.5728435562E+01 -2.8186158560E+00
  2.0550000000E+02 -8.5728435562E+01 -2.8177814560E+00
  2.0650000000E+02 -8.5728435562E+01 -2.8169564560E+00
  2.0750000000E+02 -8.5728435562E+01 -2.8161410560E+00
  2.0850000000E+02 -8.5728435562E+01 -2.8153356560E+00
  2.0950000000E+02 -8.5728435562E+01 -2.8145402560E+00
  2.1050000000E+02 -8.5728435562E+01 -2.8137556560E+00
  2.1150000000E+02 -8.5728435562E+01 -2.8129814560E+00
  2.1250000000E+02 -8.5728435562E+01 -2.8122184560E+00
  2.1350000000E+02 -8.5728435562E+01 -2.8114666560E+00
  2.1450000000E+02 -8.5728435562E+01 -2.8107263560E+00
  2.1550000000E+02 -8.5728435562E+01 -2.8099974560E+00
  2.1650000000E+02 -8.5728435562E+01 -2.8092807560E+00
  2.1750000000E+02 -8.5728435562E+01 -2.8085762560E+00
  2.1850000000E+02 -8.5728435562E+01 -2.8078841560E+00
  2.1950000000E+02 -8.5728435562E+01 -2.8072046560E+00
  2.2050000000E+02 -8.5728435562E+01 -2.8065380560E+00
  2.2150000000E+02 -8.5728435562E+01 -2.8058844560E+00
  2.2250000000E+02 -8.5728435562E+01 -2.8052444560E+00
  2.2350000000E+02 -8.5728435562E+01 -2.8046174560E+00
  2.2450000000E+02 -8.5728435562E+01 -2.8040044560E+00
  2.2550000000E+02 -8.5728435562E+01 -2.8034049560E+00
  2.2650000000E+02 -8.5728435562E+01 -2.8028196560E+00
  2.2750000000E+02 -8.5728435562E+01 -2.8022488560E+00
  2.2850000000E+02 -8.5728435562E+01 -2.8016921560E+00
  2.2950000000E+02 -8.5728435562E+01 -2.8011499560E+00
  2.3050000000E+02 -8.5728435562E+01 -2.8006226560E+00
  2.3150000000E+02 -8.5728435562E+01 -2.8001100560E+00
  2.3250000000E+02 -8.5728435562E+01 -2.7996126560E+00
  2.3350000000E+02 -8.5728435562E+01 -2.7991304560E+00
  2.3450000000E+02 -8.5728435562E+01 -2.7986632560E+00
  2.3550000000E+02 -8.5728435562E+01 -2.7982117560E+00
  2.3650000000E+02 -8.5728435562E+01 -2.7977754560E+00
  2.3750000000E+02 -8.5728435562E+01 -2.7973550560E+00
  2.3850000000E+02 -8.5728435562E+01 -2.7969504560E+00
  2.3950000000E+02 -8.5728435562E+01 -2.7965616560E+00
  2.4050000000E+02 -8.5728435562E+01 -2.7961889560E+00
  2.4150000000E+02 -8.5728435562E+01 -2.7958323560E+00
  2.4250000000E+02 -8.5728435562E+01 -2.7954918560E+00
  2.4350000000E+02 -8.5728435562E+01 -2.7951674560E+00
  2.4450000000E+02 -8.5728435562E+01 -2.7948593560E+00
  2.4550000000E+02 -8.5728435562E+01 -2.7945677560E+00
  2.4650000000E+02 -8.5728435562E+01 -2.7942924560E+00
  2.4750000000E+02 -8.5728435562E+01 -2.7940336560E+00
  2.4850000000E+02 -8.5728435562E+01 -2.7937914560E+00
  2.4950000000E+02 -8.5728435562E+01 -2.7935658560E+00
  2.5050000000E+02 -8.5728435562E+01 -2.7933568560E+00
  2.5150000000E+02 -8.5728435562E+01 -2.7931646560E+00
  2.5250000000E+02 -8.5728435562E+01 -2.7929889560E+00
  2.5350000000E+02 -8.5728435562E+01 -2.7928298560E+00
  2.5450000000E+02 -8.5728435562E+01 -2.7926874560E+00
  2.5550000000E+02 -8.5728435562E+01 -2.7925621560E+00
  2.5650000000E+02 -8.5728435562E+01 -2.7924531560E+00
  2.5750000000E+02 -8.5728435562E+01 -2.7923609560E+00
  2.5850000000E+02 -8.5728435562E+01 -2.7922855560E+00
  2.5950000000E+02 -8.5728435562E+01 -2.7922266560E+00
  2.6050000000E+02 -8.5728435562E+01 -2.7921844560E+00
  2.6150000000E+02 -8.5728435562E+01 -2.7921589560E+00
  2.6250000000E+02 -8.5728435562E+01 -2.7921499560E+00
  2.6350000000E+02 -8.5728435562E+01 -2.7921574560E+00
  2.6450000000E+02 -8.5728435562E+01 -2.7921816560E+00
  2.6550000000E+02 -8.5728435562E+01 -2.7922224560E+00
  2.6650000000E+02 -8.5728435562E+01 -2.7922791560E+00
  2.6750000000E+02 -8.5728435562E+01 -2.7923525560E+00
  2.6850000000E+02 -8.5728435562E+01 -2.7924419560E+00
  2.6950000000E+02 -8.5728435562E+01 -2.7925478560E+00
  2.7050000000E+02 -8.5728435562E+01 -2.7926694560E+00
  2.7150000000E+02 -8.5728435562E+01 -2.7926564560E+00
  2.7250000000E+02 -8.5728435562E+01 -2.7926596560E+00
  2.7350000000E+02 -8.5728435562E+01 -2.7926784560E+00
  2.7450000000E+02 -8.5728435562E+01 -2.7927133560E+00
  2.7550000000E+02 -8.5728435562E+01 -2.7927640560E+00
  2.7650000000E+02 -8.5728435562E+01 -2.7928304560E+00
  2.7750000000E+02 -8.5728435562E+01 -2.7929126560E+00
  2.7850000000E+02 -8.5728435562E+01 -2.7930104560E+00
  2.7950000000E+02 -8.5728435562E+01 -2.7931234560E+00
  2.8050000000E+02 -8.5728435562E+01 -2.7932524560E+00
  2.8150000000E+02 -8.5728435562E+01 -2.7933964560E+00
  2.8250000000E+02 -8.5728435562E+01 -2.7935558560E+00
  2.8350000000E+02 -8.5728435562E+01 -2.7937304560E+00
  2.8450000000E+02 -8.5728435562E+01 -2.7939199560E+00
  2.8550000000E+02 -8.5728435562E+01 -2.7941247560E+00
  2.8650000000E+02 -8.5728435562E+01 -2.7943444560E+00
  2.8750000000E+02 -8.5728435562E+01 -2.7945784560E+00
  2.8850000000E+02 -8.5728435562E+01 -2.7948274560E+00
  2.8950000000E+02 -8.5728435562E+01 -2.7950910560E+00
  2.9050000000E+02 -8.5728435562E+01 -2.7953688560E+00
  2.9150000000E+02 -8.5728435562E+01 -2.7956611560E+00
  2.9250000000E+02 -8.5728435562E+01 -2.7959674560E+00
  2.9350000000E+02 -8.5728435562E+01 -2.7962879560E+00
  2.9450000000E+02 -8.5728435562E+01 -2.7966221560E+00
  2.9550000000E+02 -8.5728435562E+01 -2.7969704560E+00
  2.9650000000E+02 -8.5728435562E+01 -2.7973319560E+00
  2.9750000000E+02 -8.5728435562E+01 -2.7977072560E+00
  2.9850000000E+02 -8.5728435562E+01 -2.7980958560E+00
  2.9950000000E+02 -8.5728435562E+01 -2.7984975560E+00
  3.0050000000E+02 -8.5728435562E+01 -2.7989124560E+00
  3.0150000000E+02 -8.5728435562E+01 -2.7993401560E+00
  3.0250000000E+02 -8.5728435562E+01 -2.7997807560E+00
  3.0350000000E+02 -8.5728435562E+01 -2.8002337560E+00
  3.0450000000E+02 -8.5728435562E+01 -2.8006991560E+00
  3.0550000000E+02 -8.5728435562E+01 -2.8011769560E+00
  3.0650000000E+02 -8.5728435562E+01 -2.8016668560E+00
  3.0750000000E+02 -8.5728435562E+01 -2.8021684560E+00
  3.0850000000E+02 -8.5728435562E+01 -2.8026820560E+00
  3.0950000000E+02 -8.5728435562E+01 -2.8032073560E+00
  3.1050000000E+02 -8.5728435562E+01 -2.8037437560E+00
  3.1150000000E+02 -8.5728435562E+01 -2.8042916560E+00
  3.1250000000E+02 -8.5728435562E+01 -2.8048504560E+00
  3.1350000000E+02 -8.5728435562E+01 -2.8054203560E+00
  3.1450000000E+02 -8.5728435562E+01 -2.8060008560E+00
  3.1550000000E+02 -8.5728435562E+01 -2.8065921560E+00
  3.1650000000E+02 -8.5728435562E+01 -2.8071934560E+00
  3.1750000000E+02 -8.5728435562E+01 -2.8078049560E+00
  3.1850000000E+02 -8.5728435562E+01 -2.8084267560E+00
  3.1950000000E+02 -8.5728435562E+01 -2.8090580560E+00
  3.2050000000E+02 -8.5728435562E+01 -2.8096992560E+00
  3.2150000000E+02 -8.5728435562E+01 -2.8103496560E+00
  3.2250000000E+02 -8.5728435562E+01 -2.8110094560E+00
  3.2350000000E+02 -8.5728435562E+01 -2.8116783560E+00
  3.2450000000E+02 -8.5728435562E+01 -2.8123561560E+00
  3.2550000000E+02 -8.5728435562E+01 -2.8130424560E+00
  3.2650000000E+02 -8.5728435562E+01 -2.8137372560E+00
  3.2750000000E+02 -8.5728435562E+01 -2.8144406560E+00
  3.2850000000E+02 -8.5728435562E+01 -2.8151518560E+00
  3.2950000000E+02 -8.5728435562E+01 -2.8158709560E+00
  3.3050000000E+02 -8.5728435562E+01 -2.8165978560E+00
  3.3150000000E+02 -8.5728435562E+01 -2.8173324560E+00
  3.3250000000E+02 -8.5728435562E+01 -2.8180738560E+00
  3.3350000000E+02 -8.5728435562E+01 -2.8188227560E+00
  3.3450000000E+02 -8.5728435562E+01 -2.8195784560E+00
  3.3550000000E+02 -8.5728435562E+01 -2.8203410560E+00
  3.3650000000E+02 -8.5728435562E+01 -2.8211099560E+00
  3.3750000000E+02 -8.5728435562E+01 -2.8218852560E+00
  3.3850000000E+02 -8.5728435562E+01 -2.8226664560E+00
  3.3950000000E+02 -8.5728435562E+01 -2.8234538560E+00
  3.4050000000E+02 -8.5728435562E+01 -2.8242467560E+00
  3.4150000000E+02 -8.5728435562E+01 -2.8250452560E+00
  3.4250000000E+02 -8.5728435562E+01 -2.8258492560E+00
  3.4350000000E+02 -8.5728435562E+01 -2.8266581560E+00
  3.4450000000E+02 -8.5728435562E+01 -2.8274716560E+00
  3.4550000000E+02 -8.5728435562E+01 -2.8282901560E+00
  3.4650000000E+02 -8.5728435562E+01 -2.8291131560E+00
  3.4750000000E+02 -8.5728435562E+01 -2.8299404560E+00
  3.4850000000E+02 -8.5728435562E+01 -2.8307715560E+00
  3.4950000000E+02 -8.5728435562E+01 -2.8316067560E+00
  3.5050000000E+02 -8.5728435562E+01 -2.8324452560E+00
  3.5150000000E+02 -8.5728435562E+01 -2.8332876560E+00
  3.5250000000E+02 -8.5728435562E+01 -2.8341330560E+00
  3.5350000000E+02 -8.5728435562E+01 -2.8349814560E+00
  3.5450000000E+02 -8.5728435562E+01 -2.8358327560E+00
  3.5550000000E+02 -8.5728435562E+01 -2.8366864560E+00
  3.5650000000E+02 -8.5728435562E+01 -2.8375426560E+00
  3.5750000000E+02 -8.5728435562E+01 -2.8384009560E+00
  3.5850000000E+02 -8.5728435562E+01 -2.8392614560E+00
  3.5950000000E+02 -8.5728435562E+01 -2.8401233560E+00
  5.0000000000E-01 -8.0428915392E+01 -2.8231278560E+00
  1.5000000000E+00 -8.0428915392E+01 -2.8247608560E+00
  2.5000000000E+00 -8.0428915392E+01 -2.8264059560E+00
  3.5000000000E+00 -8.0428915392E+01 -2.8280636560E+00
  4.5000000000E+00 -8.0428915392E+01 -2.8297332560E+00
  5.5000000000E+00 -8.0428915392E+01 -2.8314150560E+00
  6.5000000000E+00 -8.0428915392E+01 -2.8331092560E+00
  7.5000000000E+00 -8.0428915392E+01 -2.8348154560E+00
  8.5000000000E+00 -8.0428915392E+01 -2.8365336560E+00
  9.5000000000E+00 -8.0428915392E+01 -2.8382636560E+00
  1.0500000000E+01 -8.0428915392E+01 -2.8400057560E+00
  1.1500000000E+01 -8.0428915392E+01 -2.8417595560E+00
  1.2500000000E+01 -8.0428915392E+01 -2.8435248560E+00
  1.3500000000E+01 -8.0428915392E+01 -2.8453017560E+00
  1.4500000000E+01 -8.0428915392E+01 -2.8470904560E+00
  1.5500000000E+01 -8.0428915392E+01 -2.8488899560E+00
  1.6500000000E+01 -8.0428915392E+01 -2.8507007560E+00
  1.7500000000E+01 -8.0428915392E+01 -2.8525227560E+00
  1.8500000000E+01 -8.0428915392E+01 -2.8543554560E+00
  1.9500000000E+01 -8.0428915392E+01 -2.8561989560E+00
  2.0500000000E+01 -8.0428915392E+01 -2.8580526560E+00
  2.1500000000E+01 -8.0428915392E+01 -2.8599168560E+00
  2.2500000000E+01 -8.0428915392E+01 -2.8617910560E+00
  2.3500000000E+01 -8.0428915392E+01 -2.8636750560E+00
  2.4500000000E+01 -8.0428915392E+01 -2.8655687560E+00
  2.5500000000E+01 -8.0428915392E+01 -2.8674716560E+00
  2.6500000000E+01 -8.0428915392E+01 -2.8693834560E+00
  2.7500000000E+01 -8.0428915392E+01 -2.8713044560E+00
  2.8500000000E+01 -8.0428915392E+01 -2.8732334560E+00
  2.9500000000E+01 -8.0428915392E+01 -2.8751706560E+00
  3.0500000000E+01 -8.0428915392E+01 -2.8771158560E+00
  3.1500000000E+01 -8.0428915392E+01 -2.8790684560E+00
  3.2500000000E+01 -8.0428915392E+01 -2.8810280560E+00
  3.3500000000E+01 -8.0428915392E+01 -2.8829943560E+00
  3.4500000000E+01 -8.0428915392E+01 -2.8849667560E+00
  3.5500000000E+01 -8.0428915392E+01 -2.8869451560E+00
  3.6500000000E+01 -8.0428915392E+01 -2.8889290560E+00
  3.7500000000E+01 -8.0428915392E+01 -2.8909179560E+00
  3.8500000000E+01 -8.0428915392E+01 -2.8929111560E+00
  3.9500000000E+01 -8.0428915392E+01 -2.8949085560E+00
  4.0500000000E+01 -8.0428915392E+01 -2.8969091560E+00
  4.1500000000E+01 -8.0428915392E+01 -2.8989130560E+00
  4.2500000000E+01 -8.0428915392E+01 -2.9008196560E+00
  4.3500000000E+01 -8.0428915392E+01 -2.9023112560E+00
  4.4500000000E+01 -8.0428915392E+01 -2.9038120560E+00
  4.5500000000E+01 -8.0428915392E+01 -2.9053217560E+00
  4.6500000000E+01 -8.0428915392E+01 -2.9068397560E+00
  4.7500000000E+01 -8.0428915392E+01 -2.9083654560E+00
  4.8500000000E+01 -8.0428915392E+01 -2.9098984560E+00
  4.9500000000E+01 -8.0428915392E+01 -2.9111417560E+00
  5.0500000000E+01 -8.0428915392E+01 -2.9123174560E+00
  5.1500000000E+01 -8.0428915392E+01 -2.9134934560E+00
  5.2500000000E+01 -8.0428915392E+01 -2.9146694560E+00
  5.3500000000E+01 -8.0428915392E+01 -2.9158445560E+00
  5.4500000000E+01 -8.0428915392E+01 -2.9170184560E+00
  5.5500000000E+01 -8.0428915392E+01 -2.9181911560E+00
  5.6500000000E+01 -8.0428915392E+01 -2.9193614560E+00
  5.7500000000E+01 -8.0428915392E+01 -2.9205292560E+00
  5.8500000000E+01 -8.0428915392E+01 -2.9216939560E+00
  5.9500000000E+01 -8.0428915392E+01 -2.9228548560E+00
  6.0500000000E+01 -8.0428915392E+01 -2.9240116560E+00
