Longitude, Latitude [Deg], Br[G]
         0  0.0000000000E+00  2  0  1
     360     180
Longitude Latitude Br
  1.2150000000E+02 -8.5728435562E+01 -8.5419819086E+00
  1.2250000000E+02 -8.5728435562E+01 -8.5407331444E+00
  1.2350000000E+02 -8.5728435562E+01 -8.5394521000E+00
  1.2450000000E+02 -8.5728435562E+01 -8.5381372810E+00
  1.2550000000E+02 -8.5728435562E+01 -8.5367883884E+00
  1.2650000000E+02 -8.5728435562E+01 -8.5354075146E+00
  1.2750000000E+02 -8.5728435562E+01 -8.5339934640E+00
  1.2850000000E+02 -8.5728435562E+01 -8.5325474321E+00
  1.2950000000E+02 -8.5728435562E+01 -8.5310709134E+00
  1.3050000000E+02 -8.5728435562E+01 -8.5295624133E+00
  1.3150000000E+02 -8.5728435562E+01 -8.5280231276E+00
  1.3250000000E+02 -8.5728435562E+01 -8.5264539528E+00
  1.3350000000E+02 -8.5728435562E+01 -8.5248548890E+00
  1.3450000000E+02 -8.5728435562E+01 -8.5232259362E+00
  1.3550000000E+02 -8.5728435562E+01 -8.5215682898E+00
  1.3650000000E+02 -8.5728435562E+01 -8.5198822489E+00
  1.3750000000E+02 -8.5728435562E+01 -8.5181684112E+00
  1.3850000000E+02 -8.5728435562E+01 -8.5164276733E+00
  1.3950000000E+02 -8.5728435562E+01 -8.5146594375E+00
  1.4050000000E+02 -8.5728435562E+01 -8.5128651982E+00
  1.4150000000E+02 -8.5728435562E+01 -8.5110458522E+00
  1.4250000000E+02 -8.5728435562E+01 -8.5092008015E+00
  1.4350000000E+02 -8.5728435562E+01 -8.5073309430E+00
  1.4450000000E+02 -8.5728435562E+01 -8.5054377710E+00
  1.4550000000E+02 -8.5728435562E+01 -8.5035215844E+00
  1.4650000000E+02 -8.5728435562E+01 -8.5015823833E+00
  1.4750000000E+02 -8.5728435562E+01 -8.4996207654E+00
  1.4850000000E+02 -8.5728435562E+01 -8.4976388230E+00
  1.4950000000E+02 -8.5728435562E+01 -8.4956356593E+00
  1.5050000000E+02 -8.5728435562E+01 -8.4936118722E+00
  1.5150000000E+02 -8.5728435562E+01 -8.4915692550E+00
  1.5250000000E+02 -8.5728435562E+01 -8.4895087043E+00
  1.5350000000E+02 -8.5728435562E+01 -8.4874296225E+00
  1.5450000000E+02 -8.5728435562E+01 -8.4853329061E+00
  1.5550000000E+02 -8.5728435562E+01 -8.4832200496E+00
  1.5650000000E+02 -8.5728435562E+01 -8.4810913520E+00
  1.5750000000E+02 -8.5728435562E+01 -8.4789471120E+00
  1.5850000000E+02 -8.5728435562E+01 -8.4767891231E+00
  1.5950000000E+02 -8.5728435562E+01 -8.4746179830E+00
  1.6050000000E+02 -8.5728435562E+01 -8.4724339906E+00
  1.6150000000E+02 -8.5728435562E+01 -8.4702368470E+00
  1.6250000000E+02 -8.5728435562E+01 -8.4680292423E+00
  1.6350000000E+02 -8.5728435562E+01 -8.4658108775E+00
  1.6450000000E+02 -8.5728435562E+01 -8.4635841438E+00
  1.6550000000E+02 -8.5728435562E+01 -8.4613469489E+00
  1.6650000000E+02 -8.5728435562E+01 -8.4591022818E+00
  1.6750000000E+02 -8.5728435562E+01 -8.4568498435E+00
  1.6850000000E+02 -8.5728435562E+01 -8.4545914274E+00
  1.6950000000E+02 -8.5728435562E+01 -8.4523276312E+00
  1.7050000000E+02 -8.5728435562E+01 -8.4500584551E+00
  1.7150000000E+02 -8.5728435562E+01 -8.4477853933E+00
  1.7250000000E+02 -8.5728435562E+01 -8.4455093427E+00
  1.7350000000E+02 -8.5728435562E+01 -8.4432303032E+00
  1.7450000000E+02 -8.5728435562E+01 -8.4409506658E+00
  1.7550000000E+02 -8.5728435562E+01 -8.4386695341E+00
  1.7650000000E+02 -8.5728435562E+01 -8.4363887012E+00
  1.7750000000E+02 -8.5728435562E+01 -8.4341090638E+00
  1.7850000000E+02 -8.5728435562E+01 -8.4318306221E+00
  1.7950000000E+02 -8.5728435562E+01 -8.4295554681E+00
  1.8050000000E+02 -8.5728435562E+01 -8.4272830042E+00
  1.8150000000E+02 -8.5728435562E+01 -8.4243933315E+00
  1.8250000000E+02 -8.5728435562E+01 -8.4215084410E+00
  1.8350000000E+02 -8.5728435562E+01 -8.4186304250E+00
  1.8450000000E+02 -8.5728435562E+01 -8.4157592835E+00
  1.8550000000E+02 -8.5728435562E+01 -8.4128968099E+00
  1.8650000000E+02 -8.5728435562E+01 -8.4100433029E+00
  1.8750000000E+02 -8.5728435562E+01 -8.4072008549E+00
  1.8850000000E+02 -8.5728435562E+01 -8.4043688681E+00
  1.8950000000E+02 -8.5728435562E+01 -8.4015494346E+00
  1.9050000000E+02 -8.5728435562E+01 -8.3987434512E+00
  1.9150000000E+02 -8.5728435562E+01 -8.3959512168E+00
  1.9250000000E+02 -8.5728435562E+01 -8.3931751225E+00
  1.9350000000E+02 -8.5728435562E+01 -8.3904145705E+00
  1.9450000000E+02 -8.5728435562E+01 -8.3876710552E+00
  1.9550000000E+02 -8.5728435562E+01 -8.3849460711E+00
  1.9650000000E+02 -8.5728435562E+01 -8.3822396183E+00
  1.9750000000E+02 -8.5728435562E+01 -8.3795528922E+00
  1.9850000000E+02 -8.5728435562E+01 -8.3768879851E+00
  1.9950000000E+02 -8.5728435562E+01 -8.3742440003E+00
  2.0050000000E+02 -8.5728435562E+01 -8.3716230301E+00
  2.0150000000E+02 -8.5728435562E+01 -8.3690262700E+00
  2.0250000000E+02 -8.5728435562E+01 -8.3664537201E+00
  2.0350000000E+02 -8.5728435562E+01 -8.3639062769E+00
  2.0450000000E+02 -8.5728435562E+01 -8.3613857339E+00
  2.0550000000E+02 -8.5728435562E+01 -8.3588917921E+00
  2.0650000000E+02 -8.5728435562E+01 -8.3564259461E+00
  2.0750000000E+02 -8.5728435562E+01 -8.3539887935E+00
  2.0850000000E+02 -8.5728435562E+01 -8.3515815300E+00
  2.0950000000E+02 -8.5728435562E+01 -8.3492041555E+00
  2.1050000000E+02 -8.5728435562E+01 -8.3468590611E+00
  2.1150000000E+02 -8.5728435562E+01 -8.3445450514E+00
  2.1250000000E+02 -8.5728435562E+01 -8.3422645174E+00
  2.1350000000E+02 -8.5728435562E+01 -8.3400174591E+00
  2.1450000000E+02 -8.5728435562E+01 -8.3378047733E+00
  2.1550000000E+02 -8.5728435562E+01 -8.3356261609E+00
  2.1650000000E+02 -8.5728435562E+01 -8.3334840132E+00
  2.1750000000E+02 -8.5728435562E+01 -8.3313783301E+00
  2.1850000000E+02 -8.5728435562E+01 -8.3293097094E+00
  2.1950000000E+02 -8.5728435562E+01 -8.3272787489E+00
  2.2050000000E+02 -8.5728435562E+01 -8.3252863453E+00
  2.2150000000E+02 -8.5728435562E+01 -8.3233327974E+00
  2.2250000000E+02 -8.5728435562E+01 -8.3214198987E+00
  2.2350000000E+02 -8.5728435562E+01 -8.3195458557E+00
  2.2450000000E+02 -8.5728435562E+01 -8.3177136573E+00
  2.2550000000E+02 -8.5728435562E+01 -8.3159218092E+00
  2.2650000000E+02 -8.5728435562E+01 -8.3141724035E+00
  2.2750000000E+02 -8.5728435562E+01 -8.3124663369E+00
  2.2850000000E+02 -8.5728435562E+01 -8.3108024139E+00
  2.2950000000E+02 -8.5728435562E+01 -8.3091818299E+00
  2.3050000000E+02 -8.5728435562E+01 -8.3076057807E+00
  2.3150000000E+02 -8.5728435562E+01 -8.3060736683E+00
  2.3250000000E+02 -8.5728435562E+01 -8.3045869873E+00
  2.3350000000E+02 -8.5728435562E+01 -8.3031457377E+00
  2.3450000000E+02 -8.5728435562E+01 -8.3017493216E+00
  2.3550000000E+02 -8.5728435562E+01 -8.3003998313E+00
  2.3650000000E+02 -8.5728435562E+01 -8.2990957723E+00
  2.3750000000E+02 -8.5728435562E+01 -8.2978392369E+00
  2.3850000000E+02 -8.5728435562E+01 -8.2966299262E+00
  2.3950000000E+02 -8.5728435562E+01 -8.2954678402E+00
  2.4050000000E+02 -8.5728435562E+01 -8.2943538756E+00
  2.4150000000E+02 -8.5728435562E+01 -8.2932880323E+00
  2.4250000000E+02 -8.5728435562E+01 -8.2922703104E+00
  2.4350000000E+02 -8.5728435562E+01 -8.2913007098E+00
  2.4450000000E+02 -8.5728435562E+01 -8.2903798284E+00
  2.4550000000E+02 -8.5728435562E+01 -8.2895082639E+00
  2.4650000000E+02 -8.5728435562E+01 -8.2886854186E+00
  2.4750000000E+02 -8.5728435562E+01 -8.2879118901E+00
  2.4850000000E+02 -8.5728435562E+01 -8.2871879775E+00
  2.4950000000E+02 -8.5728435562E+01 -8.2865136807E+00
  2.5050000000E+02 -8.5728435562E+01 -8.2858889997E+00
  2.5150000000E+02 -8.5728435562E+01 -8.2853145323E+00
  2.5250000000E+02 -8.5728435562E+01 -8.2847893818E+00
  2.5350000000E+02 -8.5728435562E+01 -8.2843138471E+00
  2.5450000000E+02 -8.5728435562E+01 -8.2838882271E+00
  2.5550000000E+02 -8.5728435562E+01 -8.2835137174E+00
  2.5650000000E+02 -8.5728435562E+01 -8.2831879268E+00
  2.5750000000E+02 -8.5728435562E+01 -8.2829123499E+00
  2.5850000000E+02 -8.5728435562E+01 -8.2826869865E+00
  2.5950000000E+02 -8.5728435562E+01 -8.2825109400E+00
  2.6050000000E+02 -8.5728435562E+01 -8.2823848082E+00
  2.6150000000E+02 -8.5728435562E+01 -8.2823085912E+00
  2.6250000000E+02 -8.5728435562E+01 -8.2822816910E+00
  2.6350000000E+02 -8.5728435562E+01 -8.2823041078E+00
  2.6450000000E+02 -8.5728435562E+01 -8.2823764393E+00
  2.6550000000E+02 -8.5728435562E+01 -8.2824983866E+00
  2.6650000000E+02 -8.5728435562E+01 -8.2826678575E+00
  2.6750000000E+02 -8.5728435562E+01 -8.2828872431E+00
  2.6850000000E+02 -8.5728435562E+01 -8.2831544511E+00
  2.6950000000E+02 -8.5728435562E+01 -8.2834709761E+00
  2.7050000000E+02 -8.5728435562E+01 -8.2838344268E+00
  2.7150000000E+02 -8.5728435562E+01 -8.2837955711E+00
  2.7250000000E+02 -8.5728435562E+01 -8.2838051356E+00
  2.7350000000E+02 -8.5728435562E+01 -8.2838613270E+00
  2.7450000000E+02 -8.5728435562E+01 -8.2839656397E+00
  2.7550000000E+02 -8.5728435562E+01 -8.2841171772E+00
  2.7650000000E+02 -8.5728435562E+01 -8.2843156404E+00
  2.7750000000E+02 -8.5728435562E+01 -8.2845613284E+00
  2.7850000000E+02 -8.5728435562E+01 -8.2848536432E+00
  2.7950000000E+02 -8.5728435562E+01 -8.2851913894E+00
  2.8050000000E+02 -8.5728435562E+01 -8.2855769581E+00
  2.8150000000E+02 -8.5728435562E+01 -8.2860073603E+00
  2.8250000000E+02 -8.5728435562E+01 -8.2864837916E+00
  2.8350000000E+02 -8.5728435562E+01 -8.2870056543E+00
  2.8450000000E+02 -8.5728435562E+01 -8.2875720517E+00
  2.8550000000E+02 -8.5728435562E+01 -8.2881841793E+00
  2.8650000000E+02 -8.5728435562E+01 -8.2888408416E+00
  2.8750000000E+02 -8.5728435562E+01 -8.2895402452E+00
  2.8850000000E+02 -8.5728435562E+01 -8.2902844824E+00
  2.8950000000E+02 -8.5728435562E+01 -8.2910723575E+00
  2.9050000000E+02 -8.5728435562E+01 -8.2919026752E+00
  2.9150000000E+02 -8.5728435562E+01 -8.2927763319E+00
  2.9250000000E+02 -8.5728435562E+01 -8.2936918333E+00
  2.9350000000E+02 -8.5728435562E+01 -8.2946497771E+00
  2.9450000000E+02 -8.5728435562E+01 -8.2956486690E+00
  2.9550000000E+02 -8.5728435562E+01 -8.2966897043E+00
  2.9650000000E+02 -8.5728435562E+01 -8.2977701932E+00
  2.9750000000E+02 -8.5728435562E+01 -8.2988919290E+00
  2.9850000000E+02 -8.5728435562E+01 -8.3000534172E+00
  2.9950000000E+02 -8.5728435562E+01 -8.3012540601E+00
  3.0050000000E+02 -8.5728435562E+01 -8.3024941565E+00
  3.0150000000E+02 -8.5728435562E+01 -8.3037725109E+00
  3.0250000000E+02 -8.5728435562E+01 -8.3050894221E+00
  3.0350000000E+02 -8.5728435562E+01 -8.3064433958E+00
  3.0450000000E+02 -8.5728435562E+01 -8.3078344319E+00
  3.0550000000E+02 -8.5728435562E+01 -8.3092625304E+00
  3.0650000000E+02 -8.5728435562E+01 -8.3107267946E+00
  3.0750000000E+02 -8.5728435562E+01 -8.3122260290E+00
  3.0850000000E+02 -8.5728435562E+01 -8.3137611302E+00
  3.0950000000E+02 -8.5728435562E+01 -8.3153312017E+00
  3.1050000000E+02 -8.5728435562E+01 -8.3169344500E+00
  3.1150000000E+02 -8.5728435562E+01 -8.3185720706E+00
  3.1250000000E+02 -8.5728435562E+01 -8.3202422704E+00
  3.1350000000E+02 -8.5728435562E+01 -8.3219456469E+00
  3.1450000000E+02 -8.5728435562E+01 -8.3236807059E+00
  3.1550000000E+02 -8.5728435562E+01 -8.3254480450E+00
  3.1650000000E+02 -8.5728435562E+01 -8.3272452732E+00
  3.1750000000E+02 -8.5728435562E+01 -8.3290729882E+00
  3.1850000000E+02 -8.5728435562E+01 -8.3309314889E+00
  3.1950000000E+02 -8.5728435562E+01 -8.3328183842E+00
  3.2050000000E+02 -8.5728435562E+01 -8.3347348696E+00
  3.2150000000E+02 -8.5728435562E+01 -8.3366788530E+00
  3.2250000000E+02 -8.5728435562E+01 -8.3386509321E+00
  3.2350000000E+02 -8.5728435562E+01 -8.3406502102E+00
  3.2450000000E+02 -8.5728435562E+01 -8.3426760895E+00
  3.2550000000E+02 -8.5728435562E+01 -8.3447273746E+00
  3.2650000000E+02 -8.5728435562E+01 -8.3468040653E+00
  3.2750000000E+02 -8.5728435562E+01 -8.3489064606E+00
  3.2850000000E+02 -8.5728435562E+01 -8.3510321693E+00
  3.2950000000E+02 -8.5728435562E+01 -8.3531814904E+00
  3.3050000000E+02 -8.5728435562E+01 -8.3553541250E+00
  3.3150000000E+02 -8.5728435562E+01 -8.3575497741E+00
  3.3250000000E+02 -8.5728435562E+01 -8.3597657478E+00
  3.3350000000E+02 -8.5728435562E+01 -8.3620041382E+00
  3.3450000000E+02 -8.5728435562E+01 -8.3642628532E+00
  3.3550000000E+02 -8.5728435562E+01 -8.3665421916E+00
  3.3650000000E+02 -8.5728435562E+01 -8.3688403602E+00
  3.3750000000E+02 -8.5728435562E+01 -8.3711576577E+00
  3.3850000000E+02 -8.5728435562E+01 -8.3734925898E+00
  3.3950000000E+02 -8.5728435562E+01 -8.3758460530E+00
  3.4050000000E+02 -8.5728435562E+01 -8.3782159553E+00
  3.4150000000E+02 -8.5728435562E+01 -8.3806025954E+00
  3.4250000000E+02 -8.5728435562E+01 -8.3830056744E+00
  3.4350000000E+02 -8.5728435562E+01 -8.3854233991E+00
  3.4450000000E+02 -8.5728435562E+01 -8.3878548728E+00
  3.4550000000E+02 -8.5728435562E+01 -8.3903012910E+00
  3.4650000000E+02 -8.5728435562E+01 -8.3927611592E+00
  3.4750000000E+02 -8.5728435562E+01 -8.3952338798E+00
  3.4850000000E+02 -8.5728435562E+01 -8.3977179582E+00
  3.4950000000E+02 -8.5728435562E+01 -8.4002142911E+00
  3.5050000000E+02 -8.5728435562E+01 -8.4027204873E+00
  3.5150000000E+02 -8.5728435562E+01 -8.4052383403E+00
  3.5250000000E+02 -8.5728435562E+01 -8.4077651600E+00
  3.5350000000E+02 -8.5728435562E+01 -8.4103009465E+00
  3.5450000000E+02 -8.5728435562E+01 -8.4128454007E+00
  3.5550000000E+02 -8.5728435562E+01 -8.4153970283E+00
  3.5650000000E+02 -8.5728435562E+01 -8.4179561282E+00
  3.5750000000E+02 -8.5728435562E+01 -8.4205215048E+00
  3.5850000000E+02 -8.5728435562E+01 -8.4230934570E+00
  3.5950000000E+02 -8.5728435562E+01 -8.4256695936E+00
  5.0000000000E-01 -8.0428915392E+01 -8.2523547714E+00
  1.5000000000E+00 -8.0428915392E+01 -8.2571634793E+00
  2.5000000000E+00 -8.0428915392E+01 -8.2620078182E+00
  3.5000000000E+00 -8.0428915392E+01 -8.2668892603E+00
  4.5000000000E+00 -8.0428915392E+01 -8.2718057445E+00
  5.5000000000E+00 -8.0428915392E+01 -8.2767581541E+00
  6.5000000000E+00 -8.0428915392E+01 -8.2817470781E+00
  7.5000000000E+00 -8.0428915392E+01 -8.2867713386E+00
  8.5000000000E+00 -8.0428915392E+01 -8.2918309356E+00
  9.5000000000E+00 -8.0428915392E+01 -8.2969252802E+00
  1.0500000000E+01 -8.0428915392E+01 -8.3020552557E+00
  1.1500000000E+01 -8.0428915392E+01 -8.3072196842E+00
  1.2500000000E+01 -8.0428915392E+01 -8.3124179770E+00
  1.3500000000E+01 -8.0428915392E+01 -8.3176504283E+00
  1.4500000000E+01 -8.0428915392E+01 -8.3229176272E+00
  1.5500000000E+01 -8.0428915392E+01 -8.3282166289E+00
  1.6500000000E+01 -8.0428915392E+01 -8.3335489059E+00
  1.7500000000E+01 -8.0428915392E+01 -8.3389141635E+00
  1.8500000000E+01 -8.0428915392E+01 -8.3443109296E+00
  1.9500000000E+01 -8.0428915392E+01 -8.3497394984E+00
  2.0500000000E+01 -8.0428915392E+01 -8.3551981033E+00
  2.1500000000E+01 -8.0428915392E+01 -8.3606876277E+00
  2.2500000000E+01 -8.0428915392E+01 -8.3662065991E+00
  2.3500000000E+01 -8.0428915392E+01 -8.3717544286E+00
  2.4500000000E+01 -8.0428915392E+01 -8.3773308218E+00
  2.5500000000E+01 -8.0428915392E+01 -8.3829343064E+00
  2.6500000000E+01 -8.0428915392E+01 -8.3885639988E+00
  2.7500000000E+01 -8.0428915392E+01 -8.3942207825E+00
  2.8500000000E+01 -8.0428915392E+01 -8.3999011239E+00
  2.9500000000E+01 -8.0428915392E+01 -8.4056056119E+00
  3.0500000000E+01 -8.0428915392E+01 -8.4113336576E+00
  3.1500000000E+01 -8.0428915392E+01 -8.4170834941E+00
  3.2500000000E+01 -8.0428915392E+01 -8.4228539435E+00
  3.3500000000E+01 -8.0428915392E+01 -8.4286441225E+00
  3.4500000000E+01 -8.0428915392E+01 -8.4344522643E+00
  3.5500000000E+01 -8.0428915392E+01 -8.4402780742E+00
  3.6500000000E+01 -8.0428915392E+01 -8.4461200801E+00
  3.7500000000E+01 -8.0428915392E+01 -8.4519768095E+00
  3.8500000000E+01 -8.0428915392E+01 -8.4578462011E+00
  3.9500000000E+01 -8.0428915392E+01 -8.4637279605E+00
  4.0500000000E+01 -8.0428915392E+01 -8.4696191430E+00
  4.1500000000E+01 -8.0428915392E+01 -8.4755200430E+00
  4.2500000000E+01 -8.0428915392E+01 -8.4811344230E+00
  4.3500000000E+01 -8.0428915392E+01 -8.4855267492E+00
  4.4500000000E+01 -8.0428915392E+01 -8.4899461667E+00
  4.5500000000E+01 -8.0428915392E+01 -8.4943917921E+00
  4.6500000000E+01 -8.0428915392E+01 -8.4988618585E+00
  4.7500000000E+01 -8.0428915392E+01 -8.5033545993E+00
  4.8500000000E+01 -8.0428915392E+01 -8.5078688364E+00
  4.9500000000E+01 -8.0428915392E+01 -8.5115299916E+00
  5.0500000000E+01 -8.0428915392E+01 -8.5149920846E+00
  5.1500000000E+01 -8.0428915392E+01 -8.5184550610E+00
  5.2500000000E+01 -8.0428915392E+01 -8.5219180374E+00
  5.3500000000E+01 -8.0428915392E+01 -8.5253783636E+00
  5.4500000000E+01 -8.0428915392E+01 -8.5288351561E+00
  5.5500000000E+01 -8.0428915392E+01 -8.5322884150E+00
  5.6500000000E+01 -8.0428915392E+01 -8.5357346065E+00
  5.7500000000E+01 -8.0428915392E+01 -8.5391734363E+00
  5.8500000000E+01 -8.0428915392E+01 -8.5426031375E+00
